Committee,CommitteeName,AddDate,AreaRegion,ParentName,ComemID,ContactID,ContactName,CompanyName,ContactAddrID,ContactAddress1,ContactAddress2,ContactCity,ContactState,ContactZip,ContactCountry,ContactPhone,MeetingID,Room,Closed,WheelChr,Day,Time,Language1,Language2,Language3,LocationId,Place,Address,City,LocBorough,State,Zip,Country,Directions,Institutional,Format1,Format2,Format3,Format4,Format5,Delete,LastChanged,Longitude,Latitude,ContactGP,PhoneMeetingNumber,VirtualMeetingLink,VirtualMeetingInfo,TimeZone,bmlt_id,unpublished
,"Just 4 Today",,SNAKERIVERVALLEY,"Snake River Valley",,,,,,,,,,,,,,,CLOSED,FALSE,Friday,1830,,,,,,"140 Antelope Drive","Elk Bend",,ID,,,"Off  Hwy 93 Location at Elk Bend Community Bible Church For more information call 209-327-5414 or 559-719-7211",FALSE,HYBR,,,,,,5/4/26,-113.971502,44.900647,,209-327-5414,,,America/Denver,2759,
,"PAUL: Basic Text Book Study",,MINICASSIA,"Mini Cassia",,,,,,,,,,,,,,,CLOSED,FALSE,Friday,1900,,,,,,"220 East Ellis Street Paul",,,ID,83347,,,FALSE,,,,,,,5/4/26,-113.7797791,42.6050253,,,,,America/Denver,2734,
,"IDAHO FALLS: Candlelight",,SNAKERIVERVALLEY,"Snake River Valley",,,,,,,,,,,,,,,CLOSED,FALSE,Friday,1900,,,,,,"237 N Water Ave","Idaho Falls",,ID,83402,USA,"In the basement",FALSE,,,,,,,5/4/26,-112.037701,43.4902616,,,,,America/Denver,2758,
,"FIRE WITHIN",,SNAKERIVERVALLEY,"Snake River Valley",,,,,,,,,,,,,,,OPEN,FALSE,Friday,1900,,,,,,"745 S 1st Ave",Pocatello,,ID,83201,USA,"(1H+) Library Room",FALSE,,,,,,,5/4/26,-112.4420946,42.8590788,,,,,America/Denver,2760,
,"Peace of Mind",,SNAKERIVERVALLEY,"Snake River Valley",,,,,,,,,,,,,,,CLOSED,FALSE,Friday,1900,,,,,,"184 S Main St","Soda Springs",,ID,83276,USA,,FALSE,,,,,,,5/4/26,-111.6038248,42.6550425,,,,,America/Denver,2766,
,"Primary Purpose",,TREASUREVALLEY,"Treasure Valley",,,,,,,,,,,,,,,OPEN,TRUE,Friday,1900,,,,,,"235 Pine ave.",Meridian,,ID,,,"Rm 3, Meeting held at park 1 block south when weather permits",FALSE,NS,,,,,,5/4/26,-116.3891545,43.61169,,,,,America/Denver,2794,
,"Get A Grip",,HIGHDESERT,"High Desert",,,,,,,,,,,,,,,CLOSED,FALSE,Friday,2000,,,,,,"619 12th Ave S",Nampa,,ID,83651,USA,"First Christian Church, Alley Door Closed-Non Smoking",FALSE,,,,,,,5/4/26,-116.565656,43.57478,,,,,America/Denver,2703,
,"Friday Night Candlelight",,SNAKERIVERVALLEY,"Snake River Valley",,,,,,,,,,,,,,,CLOSED,FALSE,Friday,2000,,,,,,"790 NE Main St",Blackfoot,,ID,83221,USA,,FALSE,,,,,,,5/4/26,-112.3375486,43.1938995,,,,,America/Denver,2763,
,"Because God Loves Us",,TREASUREVALLEY,"Treasure Valley",,,,,,,,,,,,,,,OPEN,TRUE,Friday,2000,,,,,,"8525 W Ustick Rd",Boise,,ID,83704,USA,"Candlelight meeting",FALSE,NS,,,,,,5/4/26,-116.2889815,43.6327159,,,,,America/Denver,2792,
,"Fire Up the Solutions Group",,MAGICVALLEY,"Magic Valley",,,,,,,,,,,,,,,OPEN,FALSE,Friday,2005,,,,,,"327 Madrona St","Twin Falls",,ID,83301,USA,"Open discussion",FALSE,,,,,,,5/4/26,-114.4504925,42.5516035,,,,,America/Denver,2722,
,"Mini Cassia Area Service Committee",,MINICASSIA,"Mini Cassia",,,,,,,,,,,,,,,CLOSED,FALSE,Friday,2015,,,,,,"220 E Ellis St",Paul,,ID,83347,,,FALSE,,,,,,,5/4/26,-113.7797791,42.6050253,,,,,America/Denver,2742,
,"Free at Last",,HIGHDESERT,"High Desert",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,0800,,,,,,"4170 E Amity Ave",Nampa,,ID,83687,USA,"May - August @ Lakeview Park Tank Side September - April @ 4170 E Amity Rd. in Nampa. Enter from back of church room 13",FALSE,,,,,,,5/4/26,-116.5214996,43.5614553,,,,,America/Denver,2707,
,"Emmett Valley NA",,HIGHDESERT,"High Desert",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1000,,,,,,"115 S McKinley Ave",Emmett,,ID,83617,USA,,FALSE,,,,,,,5/4/26,-116.4960241,43.8749621,,,,,America/Denver,2705,
,"Attitude of Gratitude",,TREASUREVALLEY,"Treasure Valley",,,,,,,,,,,,,,,OPEN,FALSE,Saturday,1000,,,,,,"6500 W Overland Rd",Boise,,ID,83709,,"Enter downstairs from the north parking lot",FALSE,NS,,,,,,5/4/26,-116.2623344,43.590387,,,,,America/Denver,2795,
,"Forged in Fellowship Men's Meeting",,HIGHDESERT,"High Desert",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1030,,,,,,"217 S 9th Ave",Caldwell,,ID,83605,USA,"All 12 Step Club",FALSE,,,,,,,5/4/26,-116.6874342,43.66444,,,,,America/Denver,2704,
,"New Beginnings Group",,MAGICVALLEY,"Magic Valley",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1800,,,,,,"414 N Lincoln Ave",Jerome,,ID,83338,USA,"Open discussion meeting",FALSE,,,,,,,5/4/26,-114.518355,42.72766,,,,,America/Denver,2723,
,"12 Steps To Freedom",,HIGHDESERT,"High Desert",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1900,,,,,,"403 12th Avenue South",Nampa,,ID,,USA,,FALSE,,,,,,,5/4/26,-116.563319,43.5764431,,,,,America/Denver,2706,
,"Miracle Misfits",,HIGHDESERT,"High Desert",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1900,,,,,,"217 S 9th Ave",Caldwell,,ID,83605,USA,,FALSE,,,,,,,5/4/26,-116.6874342,43.66444,,,,,America/Denver,2711,
,"No Matter What",,MINICASSIA,"Mini Cassia",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1900,,,,,,"220 East Ellis Street Paul",,,ID,83347,,,FALSE,,,,,,,5/4/26,-113.7797791,42.6050253,,,,,America/Denver,2738,
,"Never Alone",,SNAKERIVERVALLEY,"Snake River Valley",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1900,,,,,,"745 S 1st Ave",Pocatello,,ID,83201,USA,,FALSE,,,,,,,5/4/26,-112.4420946,42.8590788,,,,,America/Denver,2764,
,"Just For Today",,SNAKERIVERVALLEY,"Snake River Valley",,,,,,,,,,,,,,,OPEN,FALSE,Saturday,1900,,,,,,"290 7th St","Idaho Falls",,ID,83401,USA,Downstairs,FALSE,,,,,,,5/4/26,-112.0289622,43.491479,,,,,America/Denver,2765,
,"Welcome Home Book Study",,TREASUREVALLEY,"Treasure Valley",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1900,,,,,,"4821 Franklin Rd",Boise,,ID,83705,USA,"In the basement. Speaker once a month, birthdays celebrated on the last Saturday of the month. This facility does not allow pets in the building. Only service animals as defined by the ADA are permitted.",FALSE,,,,,,,5/4/26,-116.2421104,43.6022525,,,,,America/Denver,2793,
,"Wood River NA Group",,MAGICVALLEY,"Magic Valley",,,,,,,,,,,,,,,OPEN,FALSE,Saturday,1915,,,,,"Sun Club","Saturday 731 N. 1st Ave",Hailey,,ID,,,"Open discussion",FALSE,,,,,,,5/4/26,-114.3191308,43.5264388,,,,,America/Denver,2725,
,"Sanity Seekers (BS) (IP)",,SNAKERIVERVALLEY,"Snake River Valley",,,,,,,,,,,,,,,CLOSED,FALSE,Saturday,1930,,,,,,"455 Washington St #B",Montpelier,,ID,,,,FALSE,,,,,,,5/4/26,-111.2995516,42.3172596,,,,,America/Denver,2762,
